Time,PID,Tickets,Pass,Stride,Runtime
19195,9,16,448,64,1845
19195,10,32,615,32,1845
19195,11,8,615,128,1845
19195,12,8,615,128,1845
19195,13,8,615,128,1845
19195,14,8,615,128,1845
19195,15,8,155634,128,124
19195,16,32,155634,32,124
19195,17,8,155634,128,124
19195,18,2,155634,512,124
19195,19,8,155634,128,124
19195,20,8,155634,128,124
21227,1,8,0,128,1
21227,2,8,256,128,0
21227,5,1,448,1024,1973
21227,4,8,1474,128,3
21227,6,2,448,512,1973
21227,7,4,448,256,1973
21227,8,8,448,128,1973
21227,9,16,448,64,1972
21227,10,32,615,32,1972
21227,11,8,615,128,1972
21227,12,8,615,128,1972
21227,13,8,615,128,1972
21227,14,8,615,128,1972
21227,15,8,155634,128,251
21227,16,32,155634,32,251
21227,17,8,155634,128,251
21227,18,2,155634,512,251
21227,19,8,155634,128,251
21227,20,8,155634,128,251
23227,1,8,0,128,1
23227,2,8,256,128,0
23227,5,1,448,1024,2098
23227,4,8,1498,128,3
23227,6,2,448,512,2098
23227,7,4,448,256,2098
23227,8,8,448,128,2098
23227,9,16,448,64,2097
23227,10,32,615,32,2097
23227,11,8,615,128,2097
23227,12,8,615,128,2097
23227,13,8,615,128,2097
23227,14,8,615,128,2097
23227,15,8,155634,128,376
23227,16,32,155634,32,376
23227,17,8,155634,128,376
23227,18,2,155634,512,376
23227,19,8,155634,128,376
23227,20,8,155634,128,376
25227,1,8,0,128,1
25227,2,8,256,128,0
25227,5,1,448,1024,2223
25227,4,8,1522,128,3
25227,6,2,448,512,2223
25227,7,4,448,256,2223
25227,8,8,448,128,2223
25227,9,16,448,64,2222
25227,10,32,615,32,2222
25227,11,8,615,128,2222
25227,12,8,615,128,2222
25227,13,8,615,128,2222
25227,14,8,615,128,2222
25227,15,8,155634,128,501
25227,16,32,155634,32,501
25227,17,8,155634,128,501
25227,18,2,155634,512,501
25227,19,8,155634,128,501
25227,20,8,155634,128,501
27227,1,8,0,128,1
27227,2,8,256,128,0
27227,5,1,448,1024,2348
27227,4,8,1546,128,3
27227,6,2,448,512,2348
27227,7,4,448,256,2348
27227,8,8,448,128,2348
27227,9,16,448,64,2347
27227,10,32,615,32,2347
27227,11,8,615,128,2347
27227,12,8,615,128,2347
27227,13,8,615,128,2347
27227,14,8,615,128,2347
27227,15,8,155634,128,626
27227,16,32,155634,32,626
27227,17,8,155634,128,626
27227,18,2,155634,512,626
27227,19,8,155634,128,626
27227,20,8,155634,128,626
29227,1,8,0,128,1
29227,2,8,256,128,0
29227,5,1,448,1024,2473
29227,4,8,1570,128,3
29227,6,2,448,512,2473
29227,7,4,448,256,2473
29227,8,8,448,128,2473
29227,9,16,448,64,2472
29227,10,32,615,32,2472
29227,11,8,615,128,2472
29227,12,8,615,128,2472
29227,13,8,615,128,2472
29227,14,8,615,128,2472
29227,15,8,155634,128,751
29227,16,32,155634,32,751
29227,17,8,155634,128,751
29227,18,2,155634,512,751
29227,19,8,155634,128,751
29227,20,8,155634,128,751
31227,1,8,0,128,1
31227,2,8,256,128,0
31227,5,1,448,1024,2598
31227,4,8,1594,128,3
31227,6,2,448,512,2598
31227,7,4,448,256,2598
31227,8,8,448,128,2598
31227,9,16,448,64,2597
31227,10,32,615,32,2597
31227,11,8,615,128,2597
31227,12,8,615,128,2597
31227,13,8,615,128,2597
31227,14,8,615,128,2597
31227,15,8,155634,128,876
31227,16,32,155634,32,876
31227,17,8,155634,128,876
31227,18,2,155634,512,876
31227,19,8,155634,128,876
31227,20,8,155634,128,876
33115,1,8,0,128,1
33115,2,8,256,128,0
33115,5,1,448,1024,2716
33115,4,8,1618,128,3
33115,6,2,448,512,2716
33115,7,4,448,256,2716
33115,8,8,448,128,2716
33115,9,16,448,64,2715
33115,10,32,615,32,2715
33115,11,8,615,128,2715
33115,12,8,615,128,2715
33115,13,8,615,128,2715
33115,14,8,615,128,2715
33115,15,8,155634,128,994
33115,16,32,155634,32,994
33115,17,8,155634,128,994
33115,18,2,155634,512,994
33115,19,8,155634,128,994
33115,20,8,155634,128,994
35115,1,8,0,128,1
35115,2,8,256,128,0
35115,5,1,448,1024,2841
35115,4,8,1642,128,3
35115,6,2,448,512,2841
35115,7,4,448,256,2841
35115,8,8,448,128,2841
35115,9,16,448,64,2840
35115,10,32,615,32,2840
35115,11,8,615,128,2840
35115,12,8,615,128,2840
35115,13,8,615,128,2840
35115,14,8,615,128,2840
35115,15,8,155634,128,1119
35115,16,32,155634,32,1119
35115,17,8,155634,128,1119
35115,18,2,155634,512,1119
35115,19,8,155634,128,1119
35115,20,8,155634,128,1119
37115,1,8,0,128,1
37115,2,8,256,128,0
37115,5,1,448,1024,2966
37115,4,8,1666,128,3
37115,6,2,448,512,2966
37115,7,4,448,256,2966
37115,8,8,448,128,2966
37115,9,16,448,64,2965
37115,10,32,615,32,2965
37115,11,8,615,128,2965
37115,12,8,615,128,2965
37115,13,8,615,128,2965
37115,14,8,615,128,2965
37115,15,8,155634,128,1244
37115,16,32,155634,32,1244
37115,17,8,155634,128,1244
37115,18,2,155634,512,1244
37115,19,8,155634,128,1244
37115,20,8,155634,128,1244
39115,1,8,0,128,1
39115,2,8,256,128,0
39115,5,1,448,1024,3091
39115,4,8,1690,128,3
39115,6,2,448,512,3091
39115,7,4,448,256,3091
39115,8,8,448,128,3091
39115,9,16,448,64,3090
39115,10,32,615,32,3090
39115,11,8,615,128,3090
39115,12,8,615,128,3090
39115,13,8,615,128,3090
39115,14,8,615,128,3090
39115,15,8,155634,128,1369
39115,16,32,155634,32,1369
39115,17,8,155634,128,1369
39115,18,2,155634,512,1369
39115,19,8,155634,128,1369
39115,20,8,155634,128,1369
41115,1,8,0,128,1
41115,2,8,256,128,0
41115,5,1,448,1024,3216
41115,4,8,1714,128,3
41115,6,2,448,512,3216
41115,7,4,448,256,3216
41115,8,8,448,128,3216
41115,9,16,448,64,3215
41115,10,32,615,32,3215
41115,11,8,615,128,3215
41115,12,8,615,128,3215
41115,13,8,615,128,3215
41115,14,8,615,128,3215
41115,15,8,155634,128,1494
41115,16,32,155634,32,1494
41115,17,8,155634,128,1494
41115,18,2,155634,512,1494
41115,19,8,155634,128,1494
41115,20,8,155634,128,1494
43115,1,8,0,128,1
43115,2,8,256,128,0
43115,5,1,448,1024,3341
43115,4,8,1738,128,3
43115,6,2,448,512,3341
43115,7,4,448,256,3341
43115,8,8,448,128,3341
43115,9,16,448,64,3340
43115,10,32,615,32,3340
43115,11,8,615,128,3340
43115,12,8,615,128,3340
43115,13,8,615,128,3340
43115,14,8,615,128,3340
43115,15,8,155634,128,1619
43115,16,32,155634,32,1619
43115,17,8,155634,128,1619
43115,18,2,155634,512,1619
43115,19,8,155634,128,1619
43115,20,8,155634,128,1619
45115,1,8,0,128,1
45115,2,8,256,128,0
45115,5,1,448,1024,3466
45115,4,8,1762,128,3
45115,6,2,448,512,3466
45115,7,4,448,256,3466
45115,8,8,448,128,3466
45115,9,16,448,64,3465
45115,10,32,615,32,3465
45115,11,8,615,128,3465
45115,12,8,615,128,3465
45115,13,8,615,128,3465
45115,14,8,615,128,3465
45115,15,8,155634,128,1744
45115,16,32,155634,32,1744
45115,17,8,155634,128,1744
45115,18,2,155634,512,1744
45115,19,8,155634,128,1744
45115,20,8,155634,128,1744
47115,1,8,0,128,1
47115,2,8,256,128,0
47115,5,1,448,1024,3591
47115,4,8,1786,128,3
47115,6,2,448,512,3591
47115,7,4,448,256,3591
47115,8,8,448,128,3591
47115,9,16,448,64,3590
47115,10,32,615,32,3590
47115,11,8,615,128,3590
47115,12,8,615,128,3590
47115,13,8,615,128,3590
47115,14,8,615,128,3590
47115,15,8,155634,128,1869
47115,16,32,155634,32,1869
47115,17,8,155634,128,1869
47115,18,2,155634,512,1869
47115,19,8,155634,128,1869
47115,20,8,155634,128,1869
49115,1,8,0,128,1
49115,2,8,256,128,0
49115,5,1,448,1024,3716
49115,4,8,1810,128,3
49115,6,2,448,512,3716
49115,7,4,448,256,3716
49115,8,8,448,128,3716
49115,9,16,448,64,3715
49115,10,32,615,32,3715
49115,11,8,615,128,3715
49115,12,8,615,128,3715
49115,13,8,615,128,3715
49115,14,8,615,128,3715
49115,15,8,155634,128,1994
49115,16,32,155634,32,1994
49115,17,8,155634,128,1994
49115,18,2,155634,512,1994
49115,19,8,155634,128,1994
49115,20,8,155634,128,1994
51003,1,8,0,128,1
51003,2,8,256,128,0
51003,5,1,448,1024,3834
51003,4,8,1834,128,3
51003,6,2,448,512,3834
51003,7,4,448,256,3834
51003,8,8,448,128,3834
51003,9,16,448,64,3833
51003,10,32,615,32,3833
51003,11,8,615,128,3833
51003,12,8,615,128,3833
51003,13,8,615,128,3833
51003,14,8,615,128,3833
51003,15,8,155634,128,2112
51003,16,32,155634,32,2112
51003,17,8,155634,128,2112
51003,18,2,155634,512,2112
51003,19,8,155634,128,2112
51003,20,8,155634,128,2112
53003,1,8,0,128,1
53003,2,8,256,128,0
53003,5,1,448,1024,3959
53003,4,8,1858,128,3
53003,6,2,448,512,3959
53003,7,4,448,256,3959
53003,8,8,448,128,3959
53003,9,16,448,64,3958
53003,10,32,615,32,3958
53003,11,8,615,128,3958
53003,12,8,615,128,3958
53003,13,8,615,128,3958
53003,14,8,615,128,3958
53003,15,8,155634,128,2237
53003,16,32,155634,32,2237
53003,17,8,155634,128,2237
53003,18,2,155634,512,2237
53003,19,8,155634,128,2237
53003,20,8,155634,128,2237
55003,1,8,0,128,1
55003,2,8,256,128,0
55003,5,1,448,1024,4084
55003,4,8,1882,128,3
55003,6,2,448,512,4084
55003,7,4,448,256,4084
55003,8,8,448,128,4084
55003,9,16,448,64,4083
55003,10,32,615,32,4083
55003,11,8,615,128,4083
55003,12,8,615,128,4083
55003,13,8,615,128,4083
55003,14,8,615,128,4083
55003,15,8,155634,128,2362
55003,16,32,155634,32,2362
55003,17,8,155634,128,2362
55003,18,2,155634,512,2362
55003,19,8,155634,128,2362
55003,20,8,155634,128,2362
